timesteps,Hokkaido_hokkaido,Tohoku_aomori,Tohoku_iwate,Tohoku_miyagi,Tohoku_akita,Tohoku_yamagata,Tohoku_fukushima,Tokyo_ibaraki,Tokyo_tochigi,Tokyo_gunma,Tokyo_saitama,Tokyo_chiba,Tokyo_tokyo,Tokyo_kanagawa,Tohoku_niigata,Hokuriku_toyama,Hokuriku_ishikawa,Hokuriku_fukui,Tokyo_yamanashi,Chubu_nagano,Chubu_gifu,Chubu_shizuoka,Chubu_aichi,Chubu_mie,Kansai_shiga,Kansai_kyoto,Kansai_osaka,Kansai_hyogo,Kansai_nara,Kansai_wakayama,Chugoku_tottori,Chugoku_shimane,Chugoku_okayama,Chugoku_hiroshima,Chugoku_yamaguchi,Shikoku_tokushima,Shikoku_kagawa,Shikoku_ehime,Shikoku_kochi,Kyushu_fukuoka,Kyushu_saga,Kyushu_nagasaki,Kyushu_kumamoto,Kyushu_oita,Kyushu_miyazaki,Kyushu_kagoshima,Okinawa_okinawa
2019-01-01 00:00:00,0.83758,0.82753,0.82017,0.81796,0.82037,0.82233,0.82477,0.81177,0.82525,0.82795,0.81314,0.7999,0.77684,0.8021,0.81565,0.8274,0.81007,0.81566,0.82541,0.83702,0.83077,0.80752,0.80965,0.80509,0.81263,0.81302,0.80567,0.81285,0.81965,0.80668,0.82131,0.81085,0.82041,0.81751,0.79815,0.81144,0.79915,0.80129,0.80871,0.79437,0.79353,0.77181,0.79844,0.80286,0.80146,0.76446,0.6873
2019-01-01 01:00:00,0.8385,0.82842,0.82128,0.82001,0.82095,0.82347,0.82586,0.81674,0.82698,0.82961,0.81646,0.80355,0.77992,0.80485,0.81627,0.82818,0.81112,0.81729,0.82949,0.83924,0.83218,0.81058,0.8117,0.80748,0.81345,0.81554,0.80797,0.81666,0.82169,0.80957,0.82458,0.8116,0.82569,0.82044,0.80046,0.81587,0.80306,0.80412,0.81267,0.79682,0.79463,0.77411,0.8018,0.80694,0.8059,0.7684,0.69012
2019-01-01 02:00:00,0.8381,0.8284,0.82032,0.81978,0.82028,0.82256,0.82562,0.81856,0.82815,0.82957,0.81596,0.80374,0.78002,0.80519,0.81552,0.82734,0.81092,0.81816,0.82993,0.83964,0.83245,0.8107,0.81262,0.80854,0.81428,0.81838,0.80985,0.81873,0.82321,0.8107,0.82395,0.80967,0.82634,0.82017,0.80047,0.81651,0.80419,0.80469,0.81385,0.79622,0.79425,0.77557,0.80255,0.80713,0.80714,0.76977,0.69144
2019-01-01 03:00:00,0.83814,0.82843,0.81954,0.81865,0.82092,0.82266,0.82437,0.81497,0.8267,0.82844,0.81456,0.80167,0.77761,0.80332,0.81498,0.82747,0.81066,0.81681,0.82722,0.83803,0.83163,0.80853,0.8113,0.80586,0.81359,0.81661,0.80849,0.81523,0.82087,0.80683,0.81793,0.80613,0.82082,0.81575,0.79824,0.81224,0.80079,0.80131,0.80927,0.7938,0.79253,0.77551,0.79909,0.80355,0.80279,0.76578,0.68765
2019-01-01 04:00:00,0.83906,0.82886,0.82111,0.81953,0.82157,0.8238,0.82504,0.81959,0.82889,0.82997,0.81765,0.80443,0.7804,0.80612,0.81589,0.82853,0.81225,0.82104,0.83135,0.8402,0.83365,0.81202,0.81429,0.8088,0.81731,0.82162,0.81242,0.81939,0.82321,0.8101,0.8171,0.8066,0.82219,0.81721,0.79983,0.81639,0.80396,0.80417,0.81362,0.79482,0.79499,0.77927,0.80033,0.80597,0.80581,0.7685,0.69094
2019-01-01 05:00:00,0.83886,0.82807,0.82062,0.81948,0.82099,0.82304,0.82533,0.82122,0.82975,0.82988,0.81772,0.80497,0.78099,0.8064,0.81601,0.82897,0.81429,0.82394,0.83241,0.84106,0.83479,0.81289,0.81461,0.81012,0.82026,0.82282,0.81329,0.81871,0.82385,0.81114,0.81517,0.80558,0.82172,0.81569,0.79926,0.81714,0.8049,0.80444,0.81425,0.7939,0.79462,0.78095,0.79982,0.80491,0.80637,0.76824,0.69168
2019-01-01 06:00:00,0.83855,0.82919,0.81959,0.81891,0.82075,0.82333,0.82574,0.81753,0.82735,0.8294,0.81636,0.80268,0.77948,0.80497,0.81675,0.82755,0.81241,0.82227,0.82943,0.83938,0.8337,0.81112,0.81386,0.8094,0.81913,0.81911,0.81121,0.8148,0.82214,0.8106,0.81289,0.80386,0.81796,0.81229,0.79618,0.81252,0.80112,0.80055,0.8102,0.79218,0.79464,0.78014,0.79823,0.80254,0.80378,0.76438,0.68738
2019-01-01 07:00:00,0.83994,0.82865,0.8212,0.81994,0.82141,0.82385,0.82649,0.82167,0.83018,0.83166,0.81937,0.80551,0.78202,0.80779,0.81801,0.82916,0.81484,0.82608,0.83261,0.84114,0.83668,0.81333,0.81638,0.81284,0.8222,0.82122,0.81441,0.81661,0.82518,0.81467,0.81178,0.8045,0.81953,0.81413,0.79776,0.81489,0.80238,0.80201,0.81388,0.79506,0.79987,0.7835,0.80016,0.80449,0.80698,0.76693,0.68997
2019-01-01 08:00:00,0.83843,0.82602,0.82006,0.81718,0.82063,0.82169,0.82387,0.81686,0.82609,0.82848,0.81415,0.80163,0.77909,0.80435,0.81673,0.82706,0.81369,0.82289,0.82823,0.83759,0.83368,0.80976,0.81382,0.81048,0.81939,0.81875,0.81211,0.81406,0.82155,0.81126,0.81009,0.80354,0.81736,0.81255,0.79717,0.81276,0.80088,0.80033,0.81196,0.7948,0.79848,0.78408,0.79916,0.80248,0.8054,0.76644,0.69156
2019-01-01 09:00:00,0.83429,0.8221,0.81677,0.80961,0.81742,0.8165,0.81805,0.80588,0.81726,0.8221,0.80473,0.79242,0.77193,0.79497,0.81261,0.81951,0.8049,0.81114,0.81897,0.82927,0.82325,0.79985,0.80439,0.7999,0.80905,0.80895,0.80228,0.80583,0.81018,0.79904,0.80633,0.7977,0.81135,0.80638,0.78927,0.80221,0.7939,0.79139,0.79978,0.7886,0.79067,0.78045,0.79208,0.79462,0.79432,0.75839,0.68674
2019-01-01 10:00:00,0.83028,0.81709,0.81543,0.80394,0.81588,0.81389,0.81242,0.79517,0.80721,0.8149,0.79466,0.78516,0.76582,0.78654,0.8101,0.81411,0.8021,0.80336,0.81137,0.82257,0.81495,0.79184,0.79582,0.79056,0.80154,0.79927,0.79194,0.7972,0.79958,0.7881,0.79915,0.79159,0.80126,0.79667,0.78214,0.79185,0.78701,0.78328,0.78837,0.78178,0.7827,0.77953,0.78693,0.78562,0.78222,0.75345,0.68828
2019-01-01 11:00:00,0.82815,0.81517,0.81452,0.80078,0.81523,0.81227,0.80908,0.78739,0.80116,0.81048,0.78756,0.77871,0.76161,0.78055,0.80797,0.81111,0.80147,0.7982,0.80726,0.81909,0.81045,0.78711,0.78955,0.78392,0.79583,0.7921,0.78507,0.79068,0.79369,0.78281,0.79353,0.78753,0.79366,0.79044,0.77872,0.78669,0.78217,0.77879,0.78248,0.77741,0.77886,0.77848,0.78348,0.78002,0.77599,0.75092,0.68853
2019-01-01 12:00:00,0.82591,0.81286,0.81237,0.79744,0.81321,0.80934,0.80474,0.77883,0.79609,0.8069,0.78097,0.77014,0.75698,0.77552,0.80451,0.80751,0.79717,0.79341,0.80378,0.8161,0.80698,0.78278,0.78467,0.7798,0.79123,0.78632,0.78066,0.78577,0.78986,0.7791,0.78954,0.78396,0.78877,0.78634,0.7765,0.78197,0.77587,0.77603,0.77842,0.77625,0.7777,0.77773,0.78221,0.77717,0.77237,0.74999,0.68296
2019-01-01 13:00:00,0.8259,0.81291,0.81295,0.79873,0.81394,0.81101,0.80441,0.77367,0.793,0.8043,0.77662,0.76567,0.7541,0.7719,0.80516,0.80889,0.79681,0.79143,0.8002,0.81356,0.80429,0.77979,0.78119,0.77542,0.78743,0.78138,0.77653,0.78241,0.78673,0.77703,0.78793,0.78494,0.78514,0.78323,0.77587,0.77881,0.7716,0.77471,0.77584,0.77502,0.77761,0.77824,0.78167,0.77453,0.77036,0.75025,0.68558
2019-01-01 14:00:00,0.82661,0.81369,0.81363,0.80042,0.81496,0.81227,0.80507,0.77193,0.79142,0.8025,0.77468,0.76417,0.75293,0.7703,0.80646,0.8098,0.7979,0.79122,0.79854,0.81245,0.8028,0.77876,0.77905,0.7734,0.78518,0.77942,0.77457,0.78134,0.78636,0.77675,0.78888,0.78645,0.78303,0.78153,0.77671,0.7774,0.76856,0.77325,0.77432,0.77547,0.77927,0.77844,0.78184,0.77389,0.77171,0.75078,0.68699
2019-01-01 15:00:00,0.82727,0.81446,0.81237,0.8018,0.81461,0.81246,0.80497,0.77151,0.79054,0.80123,0.77446,0.76305,0.75154,0.76951,0.80566,0.80715,0.7941,0.78966,0.79665,0.81096,0.80227,0.77723,0.77779,0.77316,0.78472,0.78052,0.77446,0.78182,0.78812,0.77761,0.78997,0.78727,0.78259,0.78258,0.7795,0.77826,0.76842,0.77495,0.77544,0.77918,0.78242,0.77753,0.78424,0.77664,0.77346,0.75167,0.68224
2019-01-01 16:00:00,0.83248,0.81913,0.81604,0.80633,0.81801,0.81546,0.80951,0.77852,0.79698,0.80703,0.78044,0.7681,0.75475,0.77282,0.80809,0.81107,0.7979,0.79546,0.8017,0.81503,0.80559,0.78247,0.78007,0.77628,0.78798,0.78444,0.7756,0.78423,0.79157,0.7798,0.7953,0.79083,0.78422,0.78579,0.78263,0.78084,0.76769,0.77679,0.77834,0.78268,0.78497,0.77819,0.78609,0.77995,0.77825,0.75377,0.68666
2019-01-01 17:00:00,0.83424,0.82265,0.81771,0.81016,0.81988,0.81703,0.81295,0.78806,0.80519,0.81344,0.79085,0.77678,0.76089,0.77942,0.80909,0.81333,0.80007,0.80025,0.81009,0.82051,0.81074,0.78998,0.78712,0.78374,0.79282,0.79134,0.78107,0.78895,0.79807,0.78603,0.79876,0.79331,0.78912,0.79107,0.78654,0.78674,0.76909,0.77987,0.78489,0.78649,0.78828,0.7792,0.7895,0.78625,0.78506,0.7566,0.68949
2019-01-01 18:00:00,0.83603,0.82571,0.81932,0.81115,0.82286,0.81788,0.81469,0.79159,0.80913,0.81701,0.79625,0.78102,0.7641,0.78418,0.80985,0.81452,0.80055,0.80195,0.81564,0.8249,0.81526,0.79517,0.79261,0.78923,0.79697,0.79589,0.78534,0.79258,0.80319,0.79058,0.80078,0.79325,0.7934,0.79468,0.78807,0.79228,0.77264,0.78304,0.791,0.78835,0.78964,0.77848,0.79285,0.79282,0.79153,0.75783,0.68586
2019-01-01 19:00:00,0.83822,0.82828,0.82212,0.81465,0.82501,0.81984,0.81705,0.79974,0.81399,0.81978,0.80207,0.78743,0.76744,0.78709,0.81151,0.81581,0.80282,0.80242,0.81931,0.82685,0.81625,0.79991,0.79616,0.79537,0.79878,0.79868,0.78842,0.79521,0.80709,0.79525,0.80262,0.79541,0.79699,0.79886,0.79082,0.79671,0.77467,0.78555,0.796,0.79009,0.79142,0.78032,0.79533,0.79756,0.7964,0.76045,0.69033
2019-01-01 20:00:00,0.83837,0.829,0.82235,0.81624,0.82454,0.82084,0.81768,0.80199,0.81482,0.81993,0.80374,0.78908,0.76908,0.78955,0.81219,0.8165,0.80395,0.80283,0.82024,0.82668,0.81666,0.80149,0.79668,0.79557,0.79884,0.79862,0.78794,0.79434,0.80553,0.79468,0.80243,0.79554,0.79851,0.80136,0.79108,0.79789,0.77576,0.78755,0.79642,0.79051,0.79173,0.78143,0.79647,0.79927,0.79845,0.76165,0.69317
2019-01-01 21:00:00,0.83913,0.83008,0.82181,0.81641,0.82626,0.82153,0.81922,0.80194,0.81482,0.82015,0.80354,0.78606,0.76797,0.78781,0.81293,0.81543,0.80369,0.8029,0.81973,0.82726,0.81695,0.80069,0.79487,0.79235,0.79883,0.79796,0.78546,0.79443,0.80352,0.79248,0.80406,0.79634,0.79995,0.80225,0.7916,0.79736,0.77658,0.78779,0.79676,0.79027,0.79154,0.78112,0.79624,0.80019,0.79972,0.75976,0.68658
2019-01-01 22:00:00,0.84075,0.83197,0.82423,0.81976,0.82783,0.82372,0.82131,0.80441,0.8167,0.82084,0.80646,0.7876,0.77099,0.79234,0.81533,0.81719,0.80489,0.80211,0.82155,0.82742,0.81719,0.80246,0.79584,0.79475,0.79972,0.79944,0.78693,0.79684,0.80481,0.79398,0.80644,0.79795,0.80347,0.80479,0.79312,0.80036,0.7807,0.79013,0.79918,0.79219,0.79413,0.78461,0.79799,0.80179,0.80255,0.76235,0.68986
2019-01-01 23:00:00,0.84056,0.83256,0.82383,0.82074,0.82785,0.82439,0.82165,0.80351,0.81648,0.82105,0.80624,0.78736,0.77174,0.79353,0.81603,0.81785,0.80531,0.80058,0.82151,0.82709,0.81705,0.80149,0.79633,0.7944,0.7992,0.79921,0.78705,0.79834,0.80381,0.79028,0.80633,0.79963,0.80466,0.80546,0.79399,0.80069,0.78278,0.79068,0.79986,0.79343,0.79575,0.78722,0.79856,0.80261,0.80444,0.76361,0.69138
2019-01-02 00:00:00,0.8402,0.8332,0.82281,0.8193,0.82845,0.82262,0.81829,0.80067,0.81302,0.81865,0.80483,0.78419,0.76958,0.79221,0.81397,0.81584,0.8016,0.80087,0.82012,0.82594,0.81628,0.79822,0.79413,0.79347,0.79997,0.801,0.78846,0.80108,0.80437,0.7889,0.80798,0.80006,0.80598,0.80594,0.79447,0.8006,0.78411,0.79161,0.80088,0.79459,0.7966,0.78751,0.79888,0.80309,0.80407,0.76258,0.68468
2019-01-02 01:00:00,0.84206,0.83534,0.82542,0.82039,0.82906,0.82371,0.81911,0.80266,0.81367,0.81935,0.80617,0.78812,0.7724,0.79647,0.81522,0.81769,0.80322,0.80093,0.82115,0.82612,0.81673,0.80027,0.79681,0.79726,0.80227,0.80424,0.79223,0.80379,0.80687,0.79106,0.80943,0.80154,0.80881,0.80774,0.79697,0.80343,0.78655,0.79268,0.80299,0.79748,0.79947,0.78997,0.80159,0.80556,0.80606,0.76462,0.68856
2019-01-02 02:00:00,0.84216,0.8359,0.82483,0.82005,0.82879,0.82387,0.81929,0.80339,0.81438,0.82001,0.80678,0.79033,0.77364,0.79785,0.81612,0.81844,0.8037,0.80099,0.82059,0.82653,0.8171,0.80039,0.7984,0.79924,0.80294,0.80546,0.7941,0.80526,0.80888,0.79283,0.8096,0.802,0.81066,0.80857,0.79832,0.80459,0.7891,0.79373,0.80401,0.79863,0.80044,0.79144,0.80262,0.80632,0.80745,0.76618,0.69077
2019-01-02 03:00:00,0.84122,0.83397,0.82406,0.81955,0.82904,0.82355,0.8196,0.80089,0.81419,0.82074,0.80672,0.79121,0.77272,0.79676,0.81572,0.81921,0.80409,0.80337,0.82195,0.82741,0.81812,0.8004,0.79718,0.79902,0.80419,0.80676,0.79479,0.806,0.80964,0.79434,0.81209,0.80279,0.81133,0.80894,0.7993,0.80428,0.79032,0.79395,0.80351,0.80023,0.80121,0.79074,0.80452,0.80705,0.80787,0.76695,0.68563
2019-01-02 04:00:00,0.84279,0.83539,0.82665,0.82069,0.8301,0.82372,0.81999,0.80219,0.81554,0.8216,0.80783,0.79621,0.77533,0.80047,0.81674,0.82029,0.80589,0.80635,0.82326,0.82838,0.81891,0.80294,0.79963,0.80293,0.80638,0.8083,0.79773,0.80781,0.81311,0.79766,0.81313,0.80437,0.81397,0.81175,0.80211,0.80734,0.79275,0.79649,0.80644,0.80258,0.80322,0.79253,0.80678,0.80908,0.81024,0.7698,0.69225
2019-01-02 05:00:00,0.84272,0.83474,0.82592,0.82061,0.82954,0.82322,0.82061,0.8022,0.81686,0.8223,0.80785,0.79656,0.7759,0.80208,0.81704,0.82117,0.80657,0.8069,0.82398,0.82907,0.82001,0.80381,0.80106,0.80436,0.80662,0.80886,0.79907,0.80856,0.81448,0.79949,0.81147,0.80389,0.81429,0.81283,0.80302,0.80892,0.79398,0.79783,0.80799,0.80336,0.80408,0.7935,0.80713,0.80991,0.81159,0.77159,0.69488
2019-01-02 06:00:00,0.84162,0.83414,0.82538,0.82009,0.83036,0.82316,0.82079,0.8021,0.81737,0.82284,0.80785,0.79532,0.77478,0.8009,0.81578,0.82146,0.80596,0.80769,0.82393,0.82996,0.82107,0.80395,0.80095,0.80265,0.80712,0.80841,0.79783,0.80818,0.81356,0.7993,0.81282,0.804,0.81446,0.81228,0.80138,0.80819,0.79257,0.79621,0.80727,0.80238,0.80221,0.79054,0.80747,0.8099,0.81118,0.77193,0.68882
2019-01-02 07:00:00,0.84267,0.83651,0.82707,0.82301,0.83058,0.82405,0.82174,0.80487,0.81859,0.82293,0.80791,0.79816,0.77584,0.80294,0.81632,0.82275,0.80757,0.80921,0.82555,0.83126,0.82222,0.80674,0.80371,0.80444,0.80816,0.80938,0.80004,0.8096,0.81518,0.80161,0.81281,0.80482,0.81594,0.81491,0.80297,0.81122,0.79461,0.79786,0.81038,0.80389,0.80437,0.7923,0.80908,0.81137,0.81337,0.77455,0.69393
2019-01-02 08:00:00,0.84084,0.8332,0.82488,0.82089,0.82747,0.82162,0.81933,0.80182,0.81567,0.82134,0.80448,0.79516,0.77364,0.79876,0.81475,0.82173,0.80695,0.80881,0.82277,0.83039,0.82109,0.80447,0.80205,0.80259,0.80643,0.80759,0.79873,0.80796,0.81357,0.79985,0.81106,0.80379,0.81391,0.81377,0.80297,0.80928,0.79401,0.79803,0.80868,0.80359,0.80445,0.79304,0.80839,0.80993,0.81186,0.7746,0.69714
2019-01-02 09:00:00,0.83606,0.82672,0.82043,0.81521,0.82191,0.81773,0.8151,0.79367,0.80976,0.81806,0.79879,0.78674,0.76951,0.7917,0.81149,0.81938,0.80447,0.80577,0.81674,0.82677,0.81733,0.79819,0.79618,0.79613,0.80385,0.80363,0.79296,0.80254,0.80817,0.79408,0.8067,0.80003,0.80709,0.80734,0.79774,0.80313,0.78845,0.79516,0.8025,0.79798,0.79846,0.78903,0.80337,0.80473,0.80525,0.77058,0.69083
2019-01-02 10:00:00,0.8326,0.82028,0.81741,0.80853,0.81663,0.81397,0.81119,0.78622,0.80264,0.81449,0.79192,0.78071,0.76601,0.78526,0.80911,0.81803,0.80347,0.8058,0.81202,0.82374,0.8134,0.79247,0.78959,0.79146,0.80115,0.79962,0.78907,0.79728,0.80421,0.79031,0.80424,0.79616,0.79984,0.80102,0.7921,0.79761,0.78569,0.79297,0.7967,0.79325,0.7937,0.78845,0.79906,0.79884,0.79757,0.76833,0.69568
2019-01-02 11:00:00,0.83074,0.81655,0.81619,0.80391,0.81467,0.81247,0.80937,0.78073,0.79916,0.81269,0.78649,0.77542,0.76263,0.78069,0.80808,0.81688,0.80237,0.80472,0.80862,0.82179,0.811,0.78823,0.78387,0.78772,0.79922,0.79606,0.78565,0.79341,0.80086,0.78741,0.80193,0.79367,0.79506,0.79782,0.78857,0.79334,0.78327,0.79091,0.79255,0.79019,0.7912,0.78766,0.79589,0.79469,0.79187,0.7661,0.69707
2019-01-02 12:00:00,0.82901,0.81453,0.81556,0.8017,0.81396,0.81203,0.80817,0.77542,0.79654,0.81139,0.78298,0.76935,0.75953,0.77677,0.80789,0.81519,0.79942,0.80016,0.80544,0.82029,0.81009,0.78467,0.78154,0.78505,0.79723,0.7917,0.78301,0.79012,0.79808,0.78465,0.79891,0.79087,0.7921,0.79468,0.7874,0.79137,0.78139,0.79025,0.78993,0.78796,0.78853,0.78539,0.79298,0.79201,0.78616,0.76284,0.68799
2019-01-02 13:00:00,0.82914,0.81399,0.8171,0.80065,0.81564,0.81305,0.80867,0.77353,0.79635,0.81105,0.78099,0.76669,0.75852,0.775,0.80867,0.8152,0.79972,0.80197,0.80405,0.82005,0.80934,0.78334,0.77896,0.78406,0.79811,0.79216,0.78064,0.79021,0.79633,0.78382,0.79929,0.79039,0.7912,0.79255,0.78574,0.78924,0.77928,0.78907,0.78804,0.78649,0.78762,0.78512,0.79062,0.78883,0.78258,0.76296,0.69373
2019-01-02 14:00:00,0.82975,0.81556,0.81835,0.80155,0.81729,0.81484,0.81007,0.77448,0.79818,0.81218,0.78132,0.76619,0.75837,0.77514,0.80979,0.81551,0.80007,0.80176,0.8047,0.82097,0.80986,0.7835,0.77853,0.78475,0.79809,0.79367,0.78043,0.79036,0.796,0.784,0.79919,0.79137,0.79081,0.79178,0.78546,0.78875,0.77819,0.78811,0.78773,0.78621,0.78751,0.78485,0.7896,0.78708,0.78117,0.76263,0.69572
2019-01-02 15:00:00,0.83058,0.81628,0.81754,0.80291,0.8176,0.81557,0.81106,0.77618,0.79978,0.81319,0.78298,0.76661,0.75724,0.77496,0.80987,0.81481,0.7989,0.80024,0.80525,0.82128,0.81084,0.78445,0.78072,0.78476,0.79625,0.79255,0.78007,0.78902,0.7963,0.78337,0.79856,0.79163,0.79059,0.79182,0.78538,0.78949,0.7778,0.78815,0.78786,0.78613,0.78706,0.78302,0.78979,0.78763,0.78098,0.76271,0.6892
2019-01-02 16:00:00,0.83464,0.82015,0.82093,0.80789,0.82064,0.81961,0.81541,0.78235,0.80494,0.81628,0.7886,0.77132,0.75956,0.77711,0.81228,0.81724,0.8017,0.80314,0.80932,0.8246,0.81351,0.78808,0.78363,0.78752,0.79938,0.79626,0.78203,0.79157,0.79865,0.78576,0.80094,0.79383,0.79264,0.7939,0.78707,0.79164,0.7781,0.78846,0.79082,0.78769,0.78876,0.78333,0.79099,0.78912,0.78283,0.76458,0.69239
2019-01-02 17:00:00,0.83674,0.82283,0.82202,0.81188,0.82177,0.82135,0.81915,0.78991,0.811,0.82028,0.79478,0.77713,0.76323,0.78194,0.81367,0.81999,0.80448,0.8063,0.81508,0.82923,0.81832,0.7936,0.78923,0.79202,0.8021,0.79909,0.78532,0.79459,0.80294,0.78998,0.80407,0.79673,0.79827,0.79807,0.79089,0.79629,0.78019,0.79031,0.79625,0.79107,0.79215,0.78395,0.79443,0.79361,0.78891,0.76761,0.69485
2019-01-02 18:00:00,0.83825,0.82561,0.82247,0.81382,0.82236,0.82175,0.82046,0.79392,0.81362,0.82229,0.79866,0.78158,0.76548,0.78569,0.81453,0.82236,0.80677,0.80824,0.81892,0.83144,0.82189,0.7975,0.79346,0.79551,0.80379,0.80071,0.78843,0.79681,0.80663,0.79402,0.80542,0.7988,0.80228,0.80181,0.79307,0.80145,0.78374,0.79411,0.80126,0.7941,0.79574,0.7835,0.7993,0.79809,0.79652,0.76956,0.68615
2019-01-02 19:00:00,0.83984,0.82699,0.82457,0.81693,0.82394,0.82369,0.82344,0.79972,0.81798,0.82575,0.80379,0.78577,0.7688,0.78995,0.81551,0.82444,0.80988,0.81033,0.82318,0.8345,0.82525,0.80164,0.79837,0.80027,0.8061,0.80368,0.79169,0.80036,0.8106,0.79817,0.80766,0.80305,0.80869,0.80733,0.79905,0.80632,0.78763,0.79734,0.807,0.79986,0.80145,0.78553,0.80446,0.80451,0.80292,0.77352,0.69073
2019-01-02 20:00:00,0.84028,0.82741,0.82512,0.81806,0.82392,0.82331,0.82442,0.80219,0.8201,0.8264,0.80547,0.78676,0.77008,0.79282,0.8157,0.82414,0.81028,0.81098,0.8249,0.83515,0.82567,0.80322,0.80042,0.80166,0.80629,0.80454,0.79242,0.80219,0.81067,0.79733,0.80694,0.80392,0.80952,0.81004,0.80085,0.80641,0.78897,0.79773,0.80844,0.80174,0.80304,0.78559,0.80665,0.8066,0.8053,0.7751,0.69347
2019-01-02 21:00:00,0.84179,0.82826,0.82565,0.81637,0.8237,0.82262,0.82515,0.80348,0.82101,0.82641,0.80574,0.78946,0.77051,0.79369,0.81679,0.82425,0.80942,0.81146,0.82387,0.83503,0.8258,0.80244,0.79978,0.80079,0.80685,0.80493,0.79262,0.80264,0.8112,0.79679,0.81009,0.80505,0.80982,0.81071,0.79988,0.80471,0.78768,0.79627,0.80596,0.801,0.80158,0.78494,0.80595,0.80644,0.8051,0.77415,0.68632
2019-01-02 22:00:00,0.84397,0.82906,0.82702,0.81838,0.82508,0.82361,0.82684,0.80813,0.82358,0.82881,0.81007,0.79403,0.77333,0.79637,0.81809,0.8269,0.8133,0.81397,0.8281,0.83743,0.82828,0.80632,0.80352,0.80416,0.80807,0.80759,0.79492,0.80602,0.813,0.80038,0.81161,0.80738,0.81408,0.81534,0.80357,0.8087,0.79119,0.79831,0.80998,0.80398,0.80535,0.78681,0.80997,0.81076,0.80916,0.77724,0.68933
2019-01-02 23:00:00,0.84424,0.82899,0.82674,0.81892,0.82486,0.82317,0.82703,0.80953,0.82448,0.829,0.81092,0.79495,0.77453,0.79705,0.81804,0.82572,0.81265,0.81273,0.82877,0.83794,0.82804,0.80757,0.80474,0.80449,0.80687,0.80771,0.79595,0.80649,0.81335,0.80092,0.8104,0.80589,0.8148,0.81583,0.80381,0.80917,0.79275,0.79899,0.81013,0.80484,0.80579,0.78696,0.81141,0.81169,0.81021,0.77798,0.69175
2019-01-03 00:00:00,0.84372,0.83062,0.82691,0.81945,0.82529,0.82348,0.82665,0.80997,0.82504,0.82808,0.81126,0.7958,0.77468,0.79843,0.81739,0.8237,0.80991,0.81188,0.82671,0.83665,0.82701,0.80598,0.80342,0.80166,0.80707,0.80784,0.79565,0.80731,0.81208,0.79903,0.81184,0.80559,0.81409,0.81445,0.80104,0.80869,0.79308,0.79886,0.80836,0.80213,0.8027,0.78363,0.80823,0.80883,0.80749,0.77508,0.6867
2019-01-03 01:00:00,0.8456,0.83155,0.82884,0.82133,0.8267,0.82501,0.82805,0.81461,0.82667,0.83027,0.81528,0.79932,0.77825,0.80053,0.81809,0.82532,0.81098,0.81236,0.8298,0.83835,0.82751,0.80928,0.80556,0.80458,0.80845,0.81058,0.79828,0.81021,0.81406,0.80155,0.81267,0.80716,0.81744,0.81791,0.80413,0.81145,0.7962,0.80138,0.81144,0.80552,0.80583,0.78595,0.81177,0.81181,0.81072,0.77757,0.68954
2019-01-03 02:00:00,0.84568,0.83204,0.82829,0.82243,0.82606,0.82468,0.8284,0.816,0.82827,0.82969,0.81523,0.79989,0.77866,0.8003,0.81776,0.82448,0.80961,0.81124,0.82975,0.838,0.82726,0.80964,0.80658,0.80587,0.80896,0.81174,0.79991,0.81066,0.81515,0.80205,0.81185,0.80588,0.81785,0.81769,0.80284,0.81187,0.79708,0.80097,0.81166,0.80581,0.80566,0.78566,0.81234,0.81198,0.81149,0.77852,0.69004
2019-01-03 03:00:00,0.84436,0.83294,0.82801,0.82041,0.82646,0.82373,0.8264,0.81354,0.82647,0.82793,0.81473,0.80074,0.77803,0.8013,0.81608,0.82373,0.80762,0.8106,0.82862,0.83657,0.82712,0.80838,0.80588,0.80417,0.80911,0.81017,0.7985,0.80938,0.81436,0.80095,0.81283,0.80593,0.81598,0.81556,0.80018,0.81098,0.79528,0.8005,0.81062,0.80234,0.80257,0.7835,0.80923,0.80859,0.8091,0.77594,0.6858
2019-01-03 04:00:00,0.84564,0.83369,0.82901,0.8223,0.82753,0.82477,0.82722,0.81812,0.82882,0.82959,0.8182,0.80431,0.78109,0.80426,0.81648,0.82405,0.808,0.81106,0.83124,0.83791,0.82792,0.8116,0.80815,0.8077,0.81029,0.81322,0.80172,0.81251,0.81712,0.80363,0.81401,0.80798,0.81966,0.8187,0.80433,0.81302,0.79771,0.80119,0.81203,0.80487,0.80433,0.78552,0.81225,0.81091,0.81169,0.77832,0.68817
2019-01-03 05:00:00,0.8452,0.83354,0.82817,0.82246,0.8269,0.82482,0.82741,0.82005,0.82951,0.82945,0.81907,0.80569,0.78211,0.80443,0.81616,0.82318,0.80709,0.81011,0.83138,0.83795,0.82766,0.81244,0.80857,0.80851,0.81001,0.81315,0.80339,0.8127,0.81796,0.80416,0.81182,0.80739,0.81986,0.81921,0.80456,0.8125,0.79825,0.80037,0.8122,0.8054,0.80321,0.78589,0.81286,0.81055,0.8127,0.77888,0.69011
